scenario,seed,timestamp,node_id,parent,rank,trust,energy,qos_latency,mcs,hop_count,convergence_time,packet_loss_rate
qos_sensitive,1,51.0,6,10,0.3879,0.3992,0.4999,0.3337,0.7121,1,0.0,0.0299
qos_sensitive,1,51.0,7,8,0.4137,0.4914,0.4671,0.2133,0.6863,1,0.0,0.0299
qos_sensitive,1,51.0,8,12,0.3937,0.4881,0.4716,0.3067,0.7063,1,0.0,0.0299
qos_sensitive,1,51.0,9,10,0.3818,0.3628,0.4997,0.3625,0.7182,1,0.0,0.0299
qos_sensitive,1,51.0,10,11,0.4051,0.5154,0.4743,0.2532,0.6949,1,0.0,0.0299
qos_sensitive,1,51.0,11,12,0.3972,0.5056,0.5174,0.2903,0.7028,1,0.0,0.0299
qos_sensitive,1,51.0,12,15,0.436,0.2739,0.503,0.1088,0.664,1,0.0,0.0299
qos_sensitive,1,51.0,13,14,0.3807,0.5036,0.4773,0.3677,0.7193,1,0.0,0.0299
qos_sensitive,1,51.0,14,15,0.4024,0.4782,0.4929,0.2661,0.6976,1,0.0,0.0299
qos_sensitive,1,51.0,15,16,0.3816,0.5234,0.4662,0.3636,0.7184,1,0.0,0.0299
qos_sensitive,1,51.0,16,15,0.4935,0.5018,0.5274,0.3266,0.7065,2,0.0,0.0299
qos_sensitive,1,61.0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0.0
qos_sensitive,1,61.0,2,1,0.3847,0.4664,0.3621,0.3488,0.7153,1,0.0,0.03
qos_sensitive,1,61.0,3,7,0.393,0.4984,0.4081,0.3101,0.707,1,0.0,0.03
qos_sensitive,1,61.0,4,7,0.4476,0.213,0.4082,0.0545,0.6524,1,0.0,0.03
qos_sensitive,1,61.0,5,1,0.3839,0.4394,0.36,0.3528,0.7161,1,0.0,0.03
qos_sensitive,1,61.0,6,10,0.3879,0.5085,0.3995,0.3337,0.7121,1,0.0,0.03
qos_sensitive,1,61.0,7,8,0.4137,0.4763,0.3728,0.2133,0.6863,1,0.0,0.03
qos_sensitive,1,61.0,8,12,0.3937,0.5034,0.3661,0.3067,0.7063,1,0.0,0.03
qos_sensitive,1,61.0,9,10,0.3818,0.5261,0.4003,0.3625,0.7182,1,0.0,0.03
qos_sensitive,1,61.0,10,11,0.4051,0.4988,0.3755,0.2532,0.6949,1,0.0,0.03
qos_sensitive,1,61.0,11,12,0.3972,0.4942,0.4281,0.2903,0.7028,1,0.0,0.03
qos_sensitive,1,61.0,12,15,0.436,0.3094,0.3925,0.1088,0.664,1,0.0,0.03
qos_sensitive,1,61.0,13,14,0.3807,0.4575,0.3738,0.3677,0.7193,1,0.0,0.03
qos_sensitive,1,61.0,14,15,0.4024,0.5113,0.3985,0.2661,0.6976,1,0.0,0.03
qos_sensitive,1,61.0,15,16,0.3816,0.4785,0.3598,0.3636,0.7184,1,0.0,0.03
qos_sensitive,1,61.0,16,15,0.4935,0.4514,0.4333,0.3266,0.7065,2,0.0,0.03
qos_sensitive,1,71.0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0.0
qos_sensitive,1,71.0,2,1,0.3847,0.5215,0.2629,0.3488,0.7153,1,0.0,0.03
qos_sensitive,1,71.0,3,7,0.393,0.4437,0.303,0.3101,0.707,1,0.0,0.03
qos_sensitive,1,71.0,4,7,0.4476,0.2802,0.313,0.0545,0.6524,1,0.0,0.03
qos_sensitive,1,71.0,5,1,0.3839,0.4512,0.2612,0.3528,0.7161,1,0.0,0.03
qos_sensitive,1,71.0,6,10,0.3879,0.5121,0.2929,0.3337,0.7121,1,0.0,0.03
qos_sensitive,1,71.0,7,8,0.4137,0.5298,0.2624,0.2133,0.6863,1,0.0,0.03
qos_sensitive,1,71.0,8,12,0.3937,0.4999,0.2436,0.3067,0.7063,1,0.0,0.03
qos_sensitive,1,71.0,9,10,0.3818,0.4729,0.2977,0.3625,0.7182,1,0.0,0.03
qos_sensitive,1,71.0,10,11,0.4051,0.5214,0.268,0.2532,0.6949,1,0.0,0.03
qos_sensitive,1,71.0,11,12,0.3972,0.4975,0.3253,0.2903,0.7028,1,0.0,0.03
qos_sensitive,1,71.0,12,15,0.436,0.2787,0.305,0.1088,0.664,1,0.0,0.03
qos_sensitive,1,71.0,13,14,0.3807,0.5341,0.2794,0.3677,0.7193,1,0.0,0.03
qos_sensitive,1,71.0,14,15,0.4024,0.499,0.3079,0.2661,0.6976,1,0.0,0.03
qos_sensitive,1,71.0,15,16,0.3816,0.5001,0.2673,0.3636,0.7184,1,0.0,0.03
qos_sensitive,1,71.0,16,15,0.4935,0.5046,0.341,0.3266,0.7065,2,0.0,0.03
qos_sensitive,2,1.0,1,0,0.0,0.0,1.0,0.0,1.0,0,0,0.0
qos_sensitive,2,1.0,2,1,0.3917,0.5048,0.9932,0.3162,0.7083,1,0.0,0.003
qos_sensitive,2,1.0,3,4,0.401,0.4918,0.9945,0.2726,0.699,1,0.0,0.003
qos_sensitive,2,1.0,4,7,0.4432,0.4512,0.9945,0.0752,0.6568,1,0.0,0.003
qos_sensitive,2,1.0,5,1,0.3981,0.4959,0.9857,0.2864,0.7019,1,0.0,0.003
